City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
257,Mogadishu,SO,2.04,45.34,87.67,79,40,14.97,scattered clouds
258,Port Keats,AU,-14.25,129.55,81.57,79,100,7.09,overcast clouds
259,Karatsu,JP,33.44,129.97,55.9,37,100,7.0,overcast clouds
260,Tashtagol,RU,52.77,87.89,32.49,99,100,2.57,overcast clouds
261,Kirakira,SB,-10.45,161.92,79.86,85,100,3.69,overcast clouds
262,Constitucion,CL,-35.33,-72.42,59.92,43,0,5.91,clear sky
263,Nyuksenitsa,RU,60.41,44.24,28.58,78,100,10.69,light snow
264,Banda Aceh,ID,5.56,95.32,81.05,76,100,1.74,overcast clouds
265,Cayenne,GF,4.93,-52.33,84.24,11,75,10.36,broken clouds
266,Mirnyy,RU,62.54,113.96,32.23,69,100,11.01,overcast clouds
267,Zhangye,CN,38.93,100.45,45.88,31,38,1.63,scattered clouds
268,Fatehabad,IN,29.52,75.45,88.12,8,0,6.67,clear sky
269,Merauke,ID,-8.47,140.33,80.31,76,100,7.2,overcast clouds
270,Anqing,CN,30.51,117.05,51.03,87,100,10.38,overcast clouds
271,Adeje,ES,28.12,-16.73,69.1,57,40,20.71,scattered clouds
272,Pangnirtung,CA,66.15,-65.71,19.4,86,100,0.0,light snow
273,Bethel,US,41.37,-73.41,50.9,90,100,0.0,mist
274,Resistencia,AR,-27.46,-58.98,65.08,59,0,9.22,clear sky
275,Liwale,TZ,-9.77,37.93,71.4,97,100,3.65,light rain
276,Sembakung,ID,3.82,117.25,75.51,97,11,1.92,few clouds
277,Hanstholm,DK,57.12,8.62,38.62,50,30,15.03,scattered clouds
278,Coahuayana,MX,18.73,-103.68,70.47,39,17,2.39,few clouds
279,Misratah,LY,32.38,15.09,81.73,35,82,18.66,broken clouds
280,Abhaynagar,BD,23.01,89.40,85.53,58,21,16.31,few clouds
281,Amudat,UG,1.95,34.95,84.2,35,86,19.57,overcast clouds
282,Ipixuna,BR,-1.76,-48.80,74.48,95,100,1.5,light rain
283,Peleduy,RU,59.63,112.74,32.4,91,100,10.98,light snow
284,Micheweni,TZ,-4.97,39.83,83.97,69,100,5.57,overcast clouds
285,Krasnoarmeysk,RU,51.02,45.70,40.64,100,100,3.06,overcast clouds
286,Moose Factory,CA,51.26,-80.61,28.4,93,100,8.05,overcast clouds
287,San Patricio,US,28.02,-97.52,66.06,52,2,8.95,clear sky
288,Havre-Saint-Pierre,CA,50.23,-63.60,35.96,60,40,6.91,scattered clouds
289,Touros,BR,-5.20,-35.46,84.02,68,98,11.39,overcast clouds
290,Makakilo City,US,21.35,-158.09,72.68,89,100,4.61,mist
291,Virginia Beach,US,36.85,-75.98,69.06,74,100,7.0,overcast clouds
292,Kokologo,BF,12.19,-1.89,104.16,5,35,1.59,scattered clouds
293,Barsovo,RU,61.17,73.17,24.93,82,90,13.04,overcast clouds
294,Homer,US,59.64,-151.55,35.47,86,100,9.17,overcast clouds
295,Erzin,TR,36.96,36.20,67.8,51,89,3.36,overcast clouds
296,Harper,LR,4.38,-7.72,83.79,75,99,8.21,light rain
297,Tuatapere,NZ,-46.13,167.68,49.08,87,100,3.74,overcast clouds
298,Statesville,US,35.78,-80.89,65.39,65,100,9.22,moderate rain
299,Novopokrovka,UA,49.84,36.55,62.11,52,90,17.65,overcast clouds
300,Okhotsk,RU,59.38,143.30,12.85,85,99,5.12,overcast clouds
301,Maumere,ID,-8.62,122.21,79.72,78,6,2.73,clear sky
302,Manokwari,ID,-0.87,134.08,78.49,83,100,3.04,light rain
303,Cabo San Lucas,MX,22.89,-109.91,65.52,71,100,5.12,overcast clouds
304,Pontes E Lacerda,BR,-15.23,-59.34,58.51,97,100,2.28,light rain
305,Mananara,MG,-16.17,49.77,73.2,97,100,0.38,heavy intensity rain
306,Yangambi,CD,0.81,24.43,94.03,35,82,2.48,broken clouds
307,Praya,CV,14.92,-23.51,77.54,57,20,21.85,few clouds
308,Narsaq,GL,60.92,-46.05,50.22,67,93,1.1,overcast clouds
309,Baneh,IR,36.00,45.89,59.13,42,5,7.34,clear sky
310,Jalu,LY,29.03,21.55,92.95,5,100,16.02,overcast clouds
311,Mapiripan,CO,2.89,-72.13,83.59,63,100,3.83,overcast clouds
312,Catia La Mar,VE,10.60,-67.03,84.99,74,20,4.61,few clouds
313,Tazmalt,DZ,36.39,4.40,57.97,65,75,15.68,broken clouds
314,Challans,FR,46.84,-1.87,43.97,97,90,23.13,overcast clouds
315,Santa Cruz,BO,-17.80,-63.17,62.65,34,75,26.46,broken clouds
316,Villa Guerrero,MX,18.87,-99.65,62.28,15,2,1.54,clear sky
317,Meulaboh,ID,4.14,96.13,79.27,79,95,2.59,overcast clouds
318,Dunedin,NZ,-45.87,170.50,53.8,85,100,13.0,overcast clouds
319,Brae,GB,60.40,-1.35,40.37,60,96,18.97,overcast clouds
320,Porosozero,RU,62.72,32.73,26.87,68,100,4.79,overcast clouds
321,Hokitika,NZ,-42.72,170.97,59.29,86,100,2.19,overcast clouds
322,Sydney,AU,-33.87,151.21,62.64,80,75,25.32,light rain
323,Ostrovnoy,RU,68.05,39.51,25.38,83,100,16.02,light snow
324,Batticaloa,LK,7.71,81.69,82.42,79,5,14.2,clear sky
325,Oktyabrskiy,RU,54.48,53.47,32.49,93,100,6.15,overcast clouds
326,Saint George,US,37.10,-113.58,54.95,55,0,5.99,clear sky
327,Husavik,IS,66.04,-17.34,33.78,96,100,1.95,light snow
328,Mahibadhoo,MV,3.78,72.97,83.73,66,3,2.06,clear sky
329,Broome,US,42.25,-75.83,58.01,74,100,14.0,overcast clouds
330,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,75.56,92,100,1.83,overcast clouds
331,Nuuk,GL,64.18,-51.72,32.61,93,75,10.36,broken clouds
332,Paka,MY,4.64,103.44,78.73,89,67,2.3,broken clouds
333,Narwar,IN,25.65,77.90,92.32,10,0,7.02,clear sky
334,Seydi,TM,39.48,62.91,70.97,19,74,4.03,broken clouds
335,Kruisfontein,ZA,-34.00,24.73,67.89,71,100,9.84,overcast clouds
336,Ambam,CM,2.38,11.28,83.91,61,94,3.96,overcast clouds
337,Sao Filipe,CV,14.90,-24.50,72.28,75,6,12.95,clear sky
338,Port Augusta,AU,-32.50,137.77,62.55,52,0,17.9,clear sky
339,Dhemaji,IN,27.48,94.58,73.22,73,100,7.65,overcast clouds
340,Te Anau,NZ,-45.42,167.72,48.31,90,100,4.54,light rain
341,Flinders,AU,-34.58,150.86,60.19,82,100,7.0,overcast clouds
342,Bilibino,RU,68.05,166.44,-18.0,88,65,3.49,broken clouds
343,Copiapo,CL,-27.37,-70.33,58.69,46,0,4.03,clear sky
344,Aklavik,CA,68.22,-135.01,-25.6,75,20,5.75,few clouds
345,Puerto Narino,CO,-3.77,-70.38,83.84,67,76,3.47,broken clouds
346,Comodoro Rivadavia,AR,-45.87,-67.50,60.66,31,100,13.8,light rain
347,Beavercreek,US,39.71,-84.06,52.61,80,100,18.41,overcast clouds
348,Teguldet,RU,57.31,88.17,35.04,95,100,13.2,light snow
349,Kabompo,ZM,-13.59,24.20,74.41,81,57,4.38,moderate rain
350,Healdsburg,US,38.61,-122.87,48.9,82,0,0.0,clear sky
351,Zeya,RU,53.75,127.27,14.68,95,17,4.32,few clouds
352,Alugan,PH,12.22,125.48,80.19,84,18,11.39,few clouds
353,Escarcega,MX,18.61,-90.75,81.52,69,2,5.26,clear sky
354,Palu,ID,-0.89,119.87,76.01,94,81,2.53,broken clouds
355,Bowen,AU,-20.02,148.23,77.99,63,11,2.06,few clouds
356,Riberalta,BO,-10.98,-66.10,77.2,94,75,6.91,broken clouds
357,Samana,DO,19.21,-69.34,79.02,78,40,0.0,scattered clouds
358,Port Hawkesbury,CA,45.62,-61.35,41.18,68,0,9.22,clear sky
359,Arman,RU,59.70,150.17,5.07,80,48,10.38,scattered clouds
360,Kingsville,US,27.52,-97.86,62.04,55,20,9.22,few clouds
361,Azuaga,ES,38.27,-5.68,56.97,58,67,19.17,broken clouds
362,Praia,CV,14.92,-23.51,77.54,57,20,21.85,few clouds
363,Bengkulu,ID,-3.80,102.27,79.14,74,73,3.53,broken clouds
364,Tautira,PF,-17.73,-149.15,80.47,73,33,9.93,light rain
365,Maniitsoq,GL,65.42,-52.90,27.25,78,80,2.48,broken clouds
366,Cabra,ES,37.47,-4.44,58.66,72,95,1.99,overcast clouds
367,San Lorenzo,PY,-25.33,-57.53,61.74,55,0,16.11,clear sky
368,Keningau,MY,5.34,116.16,72.77,98,97,0.56,overcast clouds
369,Taoudenni,ML,22.68,-3.98,89.87,9,100,7.54,overcast clouds
370,Zavetnoye,RU,47.12,43.89,64.78,39,100,8.97,overcast clouds
371,Paita,PE,-5.09,-81.11,72.39,78,97,11.18,overcast clouds
372,Port-Gentil,GA,-0.72,8.78,76.96,88,20,11.5,few clouds
373,Port Blair,IN,11.67,92.75,82.44,78,20,2.3,mist
374,Maner,IN,25.65,84.88,87.71,28,2,8.39,clear sky
375,Geraldton,AU,-28.77,114.60,70.21,88,75,8.05,light rain
376,Baiyin,CN,36.56,104.21,47.52,32,99,6.2,overcast clouds
377,Murgab,TM,37.50,61.97,80.47,18,0,4.61,clear sky
378,Fort Nelson,CA,58.81,-122.70,24.39,80,75,11.5,broken clouds
379,Oyek,RU,52.59,104.46,30.58,97,40,3.38,scattered clouds
380,Solnechnyy,RU,50.72,136.63,19.47,95,100,2.39,overcast clouds
381,Mehriz,IR,31.59,54.43,77.5,7,0,5.95,clear sky
382,Kavieng,PG,-2.57,150.80,82.02,78,100,11.97,moderate rain
383,Sartell,US,45.62,-94.21,30.18,74,100,15.01,overcast clouds
384,Mago,RU,53.25,140.18,3.88,96,52,0.89,broken clouds
385,Yuancheng,CN,36.65,107.79,47.62,19,100,5.57,overcast clouds
386,Lagos,NG,6.58,3.75,95.32,49,28,12.41,scattered clouds
387,Bonavista,CA,48.65,-53.11,33.4,81,89,13.94,overcast clouds
388,Omsukchan,RU,62.53,155.80,-3.69,99,100,5.86,overcast clouds
389,Naze,JP,28.37,129.48,61.72,85,100,23.71,light rain
390,Quelimane,MZ,-17.88,36.89,85.95,74,40,7.0,scattered clouds
391,Moundou,TD,8.57,16.08,107.38,10,16,4.23,few clouds
392,Kirkwall,GB,58.98,-2.96,40.96,87,75,17.27,broken clouds
393,Lorengau,PG,-2.02,147.27,80.87,81,100,12.39,overcast clouds
394,Boyuibe,BO,-20.42,-63.28,53.42,31,100,8.5,overcast clouds
395,Hirara,JP,24.80,125.28,73.08,90,1,18.21,clear sky
396,Honningsvag,NO,70.98,25.97,28.15,69,75,13.8,broken clouds
397,Dudinka,RU,69.41,86.18,15.62,95,67,6.89,broken clouds
398,Santomera,ES,38.06,-1.05,68.32,41,52,14.0,broken clouds
399,Cavalcante,BR,-13.80,-47.46,84.11,42,30,7.2,scattered clouds
400,Mehamn,NO,71.04,27.85,28.31,68,75,11.5,broken clouds
401,Kaa-Khem,RU,51.68,94.73,18.25,85,11,5.82,few clouds
402,Refojos De Basto,PT,41.51,-8.00,53.67,60,63,12.64,broken clouds
403,Fort Smith,US,35.39,-94.40,43.34,85,0,5.01,clear sky
404,Hukuntsi,BW,-24.00,21.75,86.65,29,80,6.85,broken clouds
405,Havoysund,NO,71.00,24.66,28.63,66,100,11.16,light snow
406,Palatka,US,29.65,-81.64,75.06,64,25,13.85,scattered clouds
407,Liverpool,GB,53.41,-2.98,46.74,51,40,18.41,scattered clouds
408,Nemuro,JP,43.32,145.57,30.96,85,100,9.84,overcast clouds
409,Mabaruma,GY,8.20,-59.78,76.87,91,100,4.09,overcast clouds
410,Barabinsk,RU,55.36,78.36,33.17,98,100,13.24,overcast clouds
411,Gizo,SB,-8.10,156.84,83.5,74,92,6.71,light rain
412,Andros Town,BS,24.70,-77.77,78.76,68,2,21.5,clear sky
413,Malaya Purga,RU,56.56,53.00,33.51,91,99,4.63,overcast clouds
414,Zyryanka,RU,65.75,150.85,-5.03,97,100,8.68,overcast clouds
415,Urumqi,CN,43.80,87.60,45.55,40,0,4.47,clear sky
416,Salalah,OM,17.02,54.09,83.8,40,0,3.76,clear sky
417,Morro Bay,US,35.37,-120.85,49.21,93,55,7.11,broken clouds
418,Norman Wells,CA,65.28,-126.83,-14.76,64,40,14.97,scattered clouds
419,Vilhena,BR,-12.74,-60.15,73.62,88,75,6.91,broken clouds
420,Durban,ZA,-29.86,31.03,82.92,80,14,4.0,few clouds
421,Lac Du Bonnet,CA,50.25,-96.06,19.33,84,25,5.59,scattered clouds
422,Kalmunai,LK,7.42,81.82,81.9,79,6,12.53,clear sky
423,Zadar,HR,44.12,15.24,61.41,77,100,18.41,overcast clouds
424,Linguere,SN,15.40,-15.12,100.53,11,100,10.18,overcast clouds
425,Seoul,KR,37.57,126.98,49.6,59,0,9.22,clear sky
426,Aksum,ET,14.12,38.72,82.6,12,3,9.04,clear sky
427,Kribi,CM,2.95,9.92,84.92,73,95,9.75,light rain
428,College,US,64.86,-147.80,8.58,67,0,9.22,clear sky
429,Yumen,CN,40.28,97.20,44.58,16,0,10.33,clear sky
430,Shemysheyka,RU,52.89,45.39,34.43,100,100,8.61,overcast clouds
431,Vereshchagino,RU,58.08,54.66,23.67,84,49,3.09,scattered clouds
432,Canico,PT,32.63,-16.85,69.71,79,75,9.22,broken clouds
433,Kranuan,TH,16.71,103.08,90.52,48,34,15.73,scattered clouds
434,San Andres,CO,12.58,-81.70,82.42,78,40,9.22,scattered clouds
435,Santa Maria,BR,-29.68,-53.81,56.5,62,20,3.44,few clouds
436,Talcahuano,CL,-36.72,-73.12,51.48,71,0,8.05,clear sky
437,Pechenga,RU,69.53,31.17,25.88,75,100,13.65,light snow
438,Elko,US,41.00,-115.50,34.65,77,42,5.99,scattered clouds
439,Morant Bay,JM,17.88,-76.41,82.71,74,15,13.0,few clouds
440,Fereydun Kenar,IR,36.69,52.52,61.02,77,0,11.5,clear sky
441,Launceston,AU,-41.45,147.17,51.62,72,75,13.8,broken clouds
442,Anadyr,RU,64.75,177.48,1.9,77,75,17.9,light snow
443,Birao,CF,10.28,22.79,103.93,6,5,7.72,clear sky
444,Haines Junction,CA,60.75,-137.51,17.55,93,36,1.14,scattered clouds
445,Beisfjord,NO,68.38,17.60,32.05,76,63,2.71,broken clouds
446,Saint-Louis,SN,16.33,-15.00,97.39,13,100,10.94,overcast clouds
447,Noumea,NC,-22.28,166.46,82.99,99,6,3.62,clear sky
448,Emerald,AU,-23.53,148.17,75.34,50,0,8.05,clear sky
449,Muskegon,US,43.30,-86.13,36.59,94,100,19.57,snow
450,Colares,PT,38.80,-9.45,60.46,69,40,20.0,scattered clouds
451,Poum,NC,-20.23,164.02,80.96,78,10,5.91,clear sky
452,Guaranda,EC,-1.60,-79.00,55.71,81,100,4.76,light rain
453,Hofn,IS,64.25,-15.21,39.22,56,20,3.44,few clouds
454,Antibes,FR,43.56,7.13,65.62,70,40,6.91,scattered clouds
455,Salina,US,38.84,-97.61,31.01,86,100,12.66,overcast clouds
456,Pizarro,CO,4.95,-77.37,80.47,81,78,4.07,light rain
457,Campbellton,CA,48.01,-66.67,34.25,98,100,1.57,light snow
458,Zhaoyang,CN,42.68,126.03,32.74,52,1,4.56,clear sky
459,Kurilsk,RU,45.23,147.88,26.35,68,76,6.13,broken clouds
460,Kyaikto,MM,17.30,97.02,82.11,70,6,5.14,clear sky
461,Novikovo,RU,51.15,37.89,56.1,69,100,16.67,overcast clouds
462,Bambanglipuro,ID,-7.95,110.28,78.98,85,100,3.74,overcast clouds
463,Dinar,TR,38.06,30.17,64.36,34,81,11.3,broken clouds
464,Keetmanshoop,NA,-26.58,18.13,88.72,35,40,5.75,scattered clouds
465,Filingue,NE,14.35,3.32,103.44,3,15,3.78,few clouds
466,Kulhudhuffushi,MV,6.62,73.07,84.18,71,41,4.88,scattered clouds
467,La Union,PE,-5.40,-80.75,76.82,64,79,9.42,broken clouds
468,Nanortalik,GL,60.14,-45.24,37.83,77,100,2.93,overcast clouds
469,Alice Springs,AU,-23.70,133.88,60.35,48,41,5.75,scattered clouds
470,Lensk,RU,60.73,114.93,31.73,96,100,10.92,light snow
471,Mananjary,MG,-21.22,48.33,77.22,76,5,6.49,light rain
472,Miahuatlan,MX,18.57,-97.43,67.78,22,11,4.03,few clouds
473,Beringovskiy,RU,63.05,179.32,2.61,94,100,18.88,light snow
474,Arona,ES,28.10,-16.68,65.12,54,40,20.71,scattered clouds
475,Dergachi,RU,51.23,48.77,36.19,100,100,3.13,overcast clouds
476,Rafaela,AR,-31.25,-61.49,63.0,30,14,1.01,few clouds
477,Petropavl,KZ,54.88,69.16,35.02,89,100,16.31,overcast clouds
478,Manggar,ID,-2.88,108.27,79.16,82,73,3.11,broken clouds
479,Nur,PL,52.67,22.32,43.92,34,99,15.17,overcast clouds
480,Acucena,BR,-19.07,-42.55,81.12,53,2,3.04,clear sky
481,Shihezi,CN,44.30,86.03,48.67,33,0,9.62,clear sky
482,Miramar,US,25.99,-80.23,82.02,72,100,20.71,overcast clouds
483,Broken Hill,AU,-31.95,141.43,58.71,55,0,5.75,clear sky
484,Wakkanai,JP,45.41,141.67,32.49,65,62,3.6,broken clouds
485,Bata,GQ,1.86,9.77,87.66,74,40,9.22,scattered clouds
486,Bismarck,US,46.81,-100.78,26.82,100,0,0.0,clear sky
487,San Policarpo,PH,12.18,125.51,80.76,83,21,12.26,few clouds
488,Kempele,FI,64.91,25.50,33.13,64,100,10.36,overcast clouds
489,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,23.59,74,0,6.71,clear sky
490,Skopelos,GR,39.12,23.72,61.21,75,100,19.42,overcast clouds
491,Makat,KZ,47.65,53.35,63.28,31,11,4.34,few clouds
492,Marsaxlokk,MT,35.84,14.54,74.01,60,1,4.61,clear sky
493,Omboue,GA,-1.57,9.26,81.36,81,100,9.08,light rain
494,Tatvan,TR,38.51,42.28,36.59,97,92,3.49,overcast clouds
495,Christchurch,NZ,-43.53,172.63,61.95,88,75,14.97,broken clouds
496,Brunswick,US,41.24,-81.84,62.85,72,76,11.01,broken clouds
497,Nelson Bay,AU,-32.72,152.15,67.08,77,80,27.67,broken clouds
498,Nouna,BF,12.73,-3.87,103.96,4,60,3.74,broken clouds
499,Assiniboia,CA,49.63,-105.98,33.62,60,91,12.66,overcast clouds
500,Powell,US,40.16,-83.08,62.31,82,100,34.52,moderate rain
501,Aguilas,ES,37.41,-1.58,65.14,48,93,13.06,overcast clouds
502,Rajpura,IN,30.48,76.59,85.84,8,0,6.49,clear sky
503,Bikaner,IN,28.02,73.30,91.13,5,0,8.41,clear sky
504,Komyshuvakha,UA,47.72,35.53,66.63,38,96,17.2,overcast clouds
505,Boyabat,TR,41.47,34.77,69.3,37,100,6.93,overcast clouds
506,Coihaique,CL,-45.58,-72.07,48.15,71,75,4.61,broken clouds
507,Santa Isabel,BR,-23.32,-46.22,74.5,87,76,7.38,broken clouds
508,Itaituba,BR,-4.28,-55.98,80.76,94,75,0.0,broken clouds
509,Goundam,ML,16.41,-3.67,104.14,3,70,4.72,broken clouds
510,Saldanha,ZA,-33.01,17.94,71.65,70,97,22.46,overcast clouds
511,Mangrol,IN,21.12,70.12,78.49,72,0,9.86,clear sky
512,Nakamura,JP,32.98,132.93,56.8,96,100,2.64,light rain
513,Sosnovo-Ozerskoye,RU,52.52,111.54,11.39,87,94,5.08,overcast clouds
514,Urengoy,RU,65.97,78.37,14.83,84,100,17.2,overcast clouds
515,Inhambane,MZ,-23.86,35.38,84.18,70,40,9.22,scattered clouds
516,Cooma,AU,-36.23,149.13,44.37,100,100,13.8,overcast clouds
517,Sindor,RU,62.86,51.89,24.78,83,100,7.87,overcast clouds
518,Blagoveshchenka,RU,52.83,79.87,34.79,85,100,12.37,overcast clouds
519,Hasaki,JP,35.73,140.83,50.4,85,100,22.03,light rain
520,Dwarka,IN,22.24,68.97,79.39,74,0,12.91,clear sky
521,Mirai,BR,-21.20,-42.61,84.33,64,11,2.04,few clouds
522,Cravo Norte,CO,6.30,-70.20,91.53,30,65,11.14,broken clouds
523,Bojnurd,IR,37.47,57.33,67.95,15,0,13.8,clear sky
524,Penza,RU,53.20,45.00,35.15,100,100,7.56,snow
525,Champerico,GT,14.30,-91.92,77.54,66,28,8.19,scattered clouds
526,Lhokseumawe,ID,5.18,97.15,80.56,81,100,8.16,overcast clouds
527,Zempoala,MX,19.45,-96.42,77.92,64,2,1.5,clear sky
528,Uren,RU,57.46,45.79,32.54,74,100,5.35,overcast clouds
529,Phan Thiet,VN,10.93,108.10,78.94,82,100,6.44,overcast clouds
530,Khash,IR,28.22,61.22,73.58,5,0,10.11,clear sky
531,Tarpon Springs,US,28.15,-82.76,77.02,81,100,9.22,overcast clouds
532,Koutsouras,GR,35.03,25.95,61.18,71,100,6.58,overcast clouds
533,Volary,CZ,48.91,13.89,43.77,85,100,3.65,overcast clouds
534,Iberia,US,29.95,-91.75,55.98,75,0,9.57,clear sky
535,Tura,IN,25.52,90.22,71.11,86,39,3.4,scattered clouds
536,Wajima,JP,37.40,136.90,43.56,57,100,14.76,overcast clouds
537,Chara,RU,56.91,118.26,9.99,66,10,3.51,clear sky
538,Uglovskoye,RU,51.36,80.19,33.48,80,100,11.61,overcast clouds
539,Porciuncula,BR,-20.96,-42.04,87.26,57,0,3.38,clear sky
540,The Valley,AI,18.22,-63.06,80.1,65,75,9.22,broken clouds
541,Quatre Cocos,MU,-20.21,57.76,80.1,75,99,19.93,light rain
542,Tigil,RU,57.80,158.67,8.87,99,100,2.33,overcast clouds
543,Lakes Entrance,AU,-37.88,147.98,56.16,77,100,14.85,overcast clouds
544,Taltal,CL,-25.40,-70.48,65.17,68,0,3.27,clear sky
545,Maracaibo,VE,10.63,-71.64,83.97,60,98,5.53,overcast clouds
546,Hambantota,LK,6.12,81.12,79.14,83,75,5.75,broken clouds
547,Dandong,CN,40.13,124.39,40.53,41,0,9.66,clear sky
548,Yantal,RU,56.85,105.25,29.44,87,100,9.62,overcast clouds
549,Nyrob,RU,60.73,56.72,24.44,80,100,7.2,overcast clouds
550,Am Timan,TD,11.03,20.28,103.08,5,93,7.27,overcast clouds
551,Sept-Iles,CA,50.20,-66.38,36.03,64,75,2.3,broken clouds
552,Mongomo,GQ,1.63,11.31,85.05,60,85,1.79,light rain
553,Sapa,PH,5.15,120.32,81.66,77,2,6.87,clear sky
554,Elliot,ZA,-31.33,27.85,75.36,42,55,9.31,broken clouds
555,Portgordon,GB,57.66,-3.02,41.18,71,75,19.57,light rain
556,Saint-Augustin,CA,51.23,-58.65,32.67,86,9,16.17,clear sky
557,San Isidro,PE,-12.12,-77.05,65.79,82,0,4.61,clear sky
558,Mattru,SL,7.62,-11.83,97.23,40,71,7.67,broken clouds
559,Kimbe,PG,-5.55,150.14,76.91,92,97,2.28,overcast clouds
560,Berdigestyakh,RU,62.10,126.70,7.95,97,100,1.92,overcast clouds
561,Codrington,AU,-38.27,141.97,59.09,59,100,16.8,overcast clouds
562,Lethem,GY,3.38,-59.80,87.66,43,69,10.69,broken clouds
563,Port Hardy,CA,50.70,-127.42,41.0,93,100,2.3,overcast clouds
564,Visby,SE,57.64,18.30,38.05,51,0,6.91,clear sky
565,Leh,IN,34.17,77.58,26.78,48,1,4.94,clear sky
566,Nezhinka,RU,51.77,55.37,41.2,75,0,8.99,clear sky
567,Medina Del Campo,ES,41.31,-4.91,55.0,55,100,14.54,overcast clouds
568,Mahuva,IN,21.09,71.76,81.57,59,0,12.8,clear sky
569,Pangody,RU,65.85,74.49,15.51,92,100,20.11,light snow
570,Channagiri,IN,14.03,75.93,86.49,40,73,11.01,broken clouds
571,Ulaangom,MN,49.98,92.07,12.74,82,8,6.17,clear sky
572,Borba,BR,-4.39,-59.59,75.97,91,100,3.71,overcast clouds
573,Quang Ngai,VN,15.12,108.80,73.96,98,100,8.84,overcast clouds
574,Maarianhamina,AX,60.10,19.93,33.66,64,0,2.3,clear sky
575,Ciudad Bolivar,VE,8.12,-63.55,84.45,56,100,10.16,overcast clouds
576,Longyearbyen,SJ,78.22,15.64,10.24,79,75,3.44,light shower snow
577,Huilong,CN,31.81,121.66,49.93,70,100,13.76,overcast clouds
578,Montepuez,MZ,-13.13,39.00,76.95,87,90,4.18,light rain
579,Great Bend,US,38.36,-98.76,31.03,81,100,20.71,overcast clouds
580,Wahiawa,US,21.50,-158.02,71.47,84,77,6.82,broken clouds
581,Arroyo,ES,41.61,-4.80,55.44,56,40,10.36,scattered clouds
582,Maputo,MZ,-25.97,32.59,85.68,68,20,14.0,few clouds
583,Skelleftea,SE,64.75,20.95,32.36,51,20,5.75,light snow
584,Sisimiut,GL,66.94,-53.67,22.53,81,78,3.62,broken clouds
585,Fonte Boa,BR,-2.50,-66.27,77.9,87,100,3.13,light rain
586,Padang,ID,-0.95,100.35,77.99,84,8,3.27,clear sky
587,Kuopio,FI,62.89,27.68,30.15,64,0,1.14,clear sky
588,Cap Malheureux,MU,-19.98,57.61,80.47,73,96,10.0,overcast clouds
589,Esmeraldas,BR,-19.76,-44.31,87.91,52,1,4.21,clear sky
590,La Romana,DO,18.43,-68.97,79.16,73,20,13.8,few clouds
591,Minot,US,48.23,-101.30,23.81,60,18,4.47,few clouds
592,Kambove,CD,-10.88,26.60,72.19,80,73,5.14,light rain
593,Ardmore,US,34.17,-97.14,46.45,65,0,5.75,clear sky
594,Baudh,IN,20.84,84.32,91.54,16,3,1.63,clear sky
595,Pomabamba,PE,-8.83,-77.47,54.28,77,93,4.18,light rain
596,Mnogovershinnyy,RU,53.94,139.92,5.81,90,61,3.91,broken clouds
597,Junagarh,IN,19.87,82.93,91.89,9,7,3.96,clear sky
598,Dombarovskiy,RU,50.76,59.54,33.37,87,68,9.66,broken clouds
599,Nhulunbuy,AU,-12.23,136.77,79.41,89,1,0.0,clear sky
600,Goderich,CA,43.75,-81.72,57.9,72,80,26.46,broken clouds
601,Mlonggo,ID,-6.53,110.70,79.2,84,100,2.82,overcast clouds
602,Samarai,PG,-10.62,150.67,82.29,79,100,11.54,light rain
603,Sol-Iletsk,RU,51.16,54.99,41.32,90,60,9.64,broken clouds
604,Ayagoz,KZ,47.97,80.44,24.69,86,57,6.6,broken clouds
605,Tecolutla,MX,20.48,-97.02,74.37,68,1,7.25,clear sky
606,Portland,US,45.52,-122.68,44.58,89,100,3.44,overcast clouds
607,Karak,JO,31.17,35.75,72.88,14,100,5.88,overcast clouds
608,Vredendal,ZA,-31.67,18.50,77.54,34,2,20.92,clear sky
609,Dzilam Gonzalez,MX,21.28,-88.93,82.69,68,13,10.22,few clouds
610,Esso,RU,55.93,158.70,11.89,97,99,3.51,overcast clouds
611,Matara,LK,5.95,80.54,79.5,85,12,3.38,few clouds
612,Shingu,JP,33.73,135.98,54.63,91,100,6.89,overcast clouds
613,Golynki,RU,54.87,31.39,32.65,88,100,8.59,overcast clouds
614,Cockburn Town,TC,21.46,-71.14,78.76,73,40,18.41,scattered clouds
615,Oranjemund,NA,-28.55,16.43,65.03,71,2,20.09,clear sky
